1sigwksde_m1        -0.00621781938      3.275264101e-05     
1sigwksde_s1        0.02653711447       3.558840208e-05     
1sigwksde_m2        0.009652492757      2.991104599e-05     
1sigwksde_s2        0.5902501955        0.000828121101      
1sigwksde_m3        -0.03540247931      0.0001497311963     
1sigwksde_s3        3.421849838         0.008392736631      
1sigwksde_c         -4.199606765        0.03646133806       
1sigwksde_f1        0.2847068086        0.0005250894303     
1sigwksde_f2        0.2458396625        0.0003829980761     
1sigwksde_f3        0.3208977087        0.0008554978825     
1sigwksde_cfm       0                   0.0006287475781     
1sigwksde_cfs       1                   0.0002558685914     
1sigwksfd_m10       3.823420929         0.005225119106      
1sigwksfd_s10       1.083234724         0.002478480683      
1sigwksfd_m20       -2.188414558        0.003637574713      
1sigwksfd_s20       1.478950016         0.003428265168      
1sigwksfd_m30       -1.734129215        0.01567924238       
1sigwksfd_s30       1.313231721         0.009984357203      
1sigwksfd_f10       0.2027935216        0.01370091809       
1sigwksfd_f20       0.641908998         0.02296773768       
1sigwksfd_m11       3.891665094         0.005366598744      
1sigwksfd_s11       1.074940366         0.002744627532      
1sigwksfd_m21       -2.272248893        0.004302185303      
1sigwksfd_s21       1.517078867         0.003218217187      
1sigwksfd_m31       -1.874375018        0.01699510772       
1sigwksfd_s31       1.305258603         0.008733612163      
1sigwksfd_f11       0.2066076054        0.002896875654      
1sigwksfd_f21       0.6510360091        0.004646010856      
1sigwksfd_m12       4.044076104         0.005321652981      
1sigwksfd_s12       1.063641016         0.002476661449      
1sigwksfd_m22       -2.352699304        0.004460259197      
1sigwksfd_s22       1.56070949          0.003207415886      
1sigwksfd_m32       -1.671223337        0.01589749787       
1sigwksfd_s32       1.296923915         0.00810995309       
1sigwksfd_f12       0.2120701837        0.001407392843      
1sigwksfd_f22       0.6198952674        0.002501626761      
1sigwksfd_m13       4.007453391         0.006755112997      
1sigwksfd_s13       1.110466357         0.003856211393      
1sigwksfd_m23       -2.313273117        0.005487034756      
1sigwksfd_s23       1.542190611         0.003934696216      
1sigwksfd_m33       -1.78573324         0.02486573954       
1sigwksfd_s33       1.311203738         0.01035348863       
1sigwksfd_f13       0.207881343         0.000766853494      
1sigwksfd_f23       0.6509231145        0.001193774466      
1sigwksfd_m14       3.995683525         0.00657350183       
1sigwksfd_s14       1.127079037         0.004130252396      
1sigwksfd_m24       -2.403899716        0.005561748513      
1sigwksfd_s24       1.537173541         0.003791338727      
1sigwksfd_m34       -1.804291634        0.03083592364       
1sigwksfd_s34       1.288092462         0.01173985893       
1sigwksfd_f14       0.2542722761        0.0007746716713     
1sigwksfd_f24       0.6384722521        0.001027640071      
1sigwksfd_m15       4.327448143         0.00694968171       
1sigwksfd_s15       1.055973751         0.003000298645      
1sigwksfd_m25       -2.533664437        0.006263450874      
1sigwksfd_s25       1.663904369         0.004596111298      
1sigwksfd_m35       -1.788440674        0.02722753049       
1sigwksfd_s35       1.287288092         0.01144027035       
1sigwksfd_f15       0.2501139071        0.001060499114      
1sigwksfd_f25       0.6068514569        0.001288616973      
1sigwksfd_m16       5.235084154         0.005360320789      
1sigwksfd_s16       0.7920618126        0.001945511093      
1sigwksfd_m26       -1.59103552         0.0047998604        
1sigwksfd_s26       1.557172711         0.002787296525      
1sigwksfd_m36       -2.301150158        0.006475760717      
1sigwksfd_s36       1.758285517         0.003236392791      
1sigwksfd_f16       0.1620061583        0.0009176688191     
1sigwksfd_f26       0.2884252939        0.00150274052       
1sigwkswm_m1        0.7822360696        7.50779629e-06      
